name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Wes Okoduwa,DEF,Wolves,711,25,246,12,False,2025-02-16T14:00:00Z,40,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Danny Welbeck,FWD,Brighton,148,25,242,6,True,2025-02-14T20:00:00Z,55,627739,83,1,8,0,2,1,0,0,0,29,0,0,0,0.03,0.45,0.48,0.54,,,,,35.2,23.4,11.0,7.0,3.2
Maeson King,DEF,Spurs,700,25,249,14,True,2025-02-16T16:30:00Z,40,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Yankuba Minteh,MID,Brighton,135,25,242,6,True,2025-02-14T20:00:00Z,50,42229,88,1,15,2,0,1,0,0,3,59,1,0,0,0.36,0.18,0.54,0.54,,,,,85.4,39.0,44.0,16.8,5.2
Nathan Aké,DEF,Man City,341,25,247,15,True,2025-02-15T15:00:00Z,53,95114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Lewis Orford,MID,West Ham,701,25,250,4,True,2025-02-15T15:00:00Z,45,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.3
Bernd Leno,GK,Fulham,248,25,244,16,True,2025-02-15T15:00:00Z,50,307613,90,1,2,0,0,0,1,1,0,11,0,0,0,0.00,0.00,0.00,0.42,,,,,13.8,0.0,0.0,1.4,1.5
Jamaal Lascelles,DEF,Newcastle,407,25,247,13,False,2025-02-15T15:00:00Z,45,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Axel Disasi,DEF,Aston Villa,167,25,241,10,True,2025-02-15T15:00:00Z,42,67062,90,1,2,0,0,0,1,0,0,14,0,0,0,0.00,0.24,0.24,0.37,,,,,17.0,15.4,2.0,3.4,0.0
Axel Disasi,DEF,Aston Villa,167,25,282,12,True,2025-02-19T19:30:00Z,42,67062,90,1,0,0,0,0,2,0,0,7,1,0,0,0.00,0.01,0.01,2.44,,,,,14.4,1.5,4.0,2.0,0.0
Ismeal Kabia,MID,Arsenal,659,25,245,11,False,2025-02-15T12:30:00Z,45,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Kevin Schade,MID,Brentford,106,25,250,19,False,2025-02-15T15:00:00Z,51,68840,74,1,9,1,0,1,0,0,1,24,0,0,0,0.57,0.02,0.59,0.65,,,,,39.8,0.3,68.0,10.8,7.3
Victor Kristiansen,DEF,Leicester,296,25,245,1,True,2025-02-15T12:30:00Z,45,13917,90,1,1,0,0,0,2,0,0,3,0,0,0,0.00,0.10,0.10,1.38,,,,,16.8,23.4,2.0,4.2,0.4
Damola Ajayi,MID,Spurs,729,25,249,14,True,2025-02-16T16:30:00Z,45,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kyle Walker-Peters,DEF,Southampton,476,25,248,3,True,2025-02-15T15:00:00Z,43,34616,90,1,1,0,0,0,3,0,0,3,0,0,0,0.00,0.03,0.03,1.20,,,,,26.8,12.2,4.0,4.3,0.3
Daniel Bentley,GK,Wolves,536,25,246,12,False,2025-02-16T14:00:00Z,39,180071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Ivan Toney,FWD,Brentford,108,25,250,19,False,2025-02-15T15:00:00Z,73,128476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carlos Soler,MID,West Ham,654,25,250,4,True,2025-02-15T15:00:00Z,50,3784,45,1,1,0,0,0,1,0,0,3,0,0,0,0.00,0.00,0.00,1.46,,,,,2.4,1.1,0.0,0.4,1.7
Antonee Robinson,DEF,Fulham,255,25,244,16,True,2025-02-15T15:00:00Z,51,2890364,90,1,2,0,0,0,1,0,0,5,0,0,0,0.00,0.04,0.04,0.42,,,,,6.6,3.7,2.0,1.2,2.2
Romain Faivre,MID,Bournemouth,66,25,248,17,False,2025-02-15T15:00:00Z,50,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
James Ward-Prowse,MID,West Ham,531,25,250,4,True,2025-02-15T15:00:00Z,61,57945,45,0,1,0,0,0,0,0,0,11,0,0,0,0.04,0.21,0.25,0.20,,,,,7.6,21.1,2.0,3.1,0.3
Patson Daka,FWD,Leicester,289,25,245,1,True,2025-02-15T12:30:00Z,48,86292,5,0,1,0,0,0,1,0,0,3,0,0,0,0.00,0.00,0.00,0.53,,,,,0.0,1.1,0.0,0.1,0.5
Illia Zabarnyi,DEF,Bournemouth,85,25,248,17,False,2025-02-15T15:00:00Z,44,75134,90,1,2,0,0,0,1,0,0,15,0,0,0,0.00,0.01,0.01,0.79,,,,,23.0,0.9,0.0,2.4,3.7
Gavin Bazunu,GK,Southampton,454,25,248,3,True,2025-02-15T15:00:00Z,43,9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ruud van Nistelrooij,AM,Leicester,754,25,245,1,True,2025-02-15T12:30:00Z,5,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.2
Sven Botman,DEF,Newcastle,393,25,247,13,False,2025-02-15T15:00:00Z,44,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Hugo Bueno López,DEF,Wolves,549,25,246,12,False,2025-02-16T14:00:00Z,45,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Diego Gómez,MID,Brighton,714,25,242,6,True,2025-02-14T20:00:00Z,55,1044,16,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,2.0,1.7,0.0,0.4,0.2
Danny Ward,GK,Leicester,308,25,245,1,True,2025-02-15T12:30:00Z,39,242368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Samuel Amo-Ameyaw,MID,Southampton,451,25,248,3,True,2025-02-15T15:00:00Z,44,11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Joe Gauci,GK,Aston Villa,39,25,241,10,True,2025-02-15T15:00:00Z,40,72028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Joe Gauci,GK,Aston Villa,39,25,282,12,True,2025-02-19T19:30:00Z,40,72028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
João Pedro Junqueira de Jesus,FWD,Brighton,129,25,242,6,True,2025-02-14T20:00:00Z,55,1292217,17,0,1,0,0,0,0,0,0,-8,0,0,0,0.33,0.01,0.34,0.00,,,,,0.0,3.8,7.0,0.5,0.5
Justin Kluivert,MID,Bournemouth,71,25,248,17,False,2025-02-15T15:00:00Z,59,2814361,76,1,5,0,1,0,1,0,0,22,0,0,0,0.02,0.08,0.10,0.46,,,,,26.0,51.9,3.0,8.1,7.7
Ollie Scarles,DEF,West Ham,677,25,250,4,True,2025-02-15T15:00:00Z,40,3791,45,0,1,0,0,0,0,0,0,2,0,0,0,0.09,0.01,0.10,0.20,,,,,1.2,1.9,8.0,1.1,1.0
Andoni Iraola,AM,Bournemouth,738,25,248,17,False,2025-02-15T15:00:00Z,11,140875,0,0,9,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,8.3
Josh Wilson-Esbrand,DEF,Man City,675,25,247,15,True,2025-02-15T15:00:00Z,40,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Martin Dúbravka,GK,Newcastle,396,25,247,13,False,2025-02-15T15:00:00Z,43,349462,90,1,1,0,0,0,4,3,0,0,0,0,0,0.00,0.00,0.00,1.90,,,,,23.8,0.0,0.0,2.4,1.7
Oliver Glasner,AM,Crystal Palace,741,25,243,8,True,2025-02-15T17:30:00Z,8,4159,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,4.0
Flynn Downes,MID,Southampton,518,25,248,3,True,2025-02-15T15:00:00Z,47,4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Alejandro Garnacho,MID,Man Utd,372,25,249,18,False,2025-02-16T16:30:00Z,59,523749,90,1,2,0,0,0,1,0,0,11,0,0,0,0.38,0.07,0.45,2.23,,,,,16.8,12.7,67.0,9.7,2.3
Ronnie Edwards,DEF,Southampton,460,25,248,3,True,2025-02-15T15:00:00Z,39,29507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Edson Álvarez Velázquez,MID,West Ham,511,25,250,4,True,2025-02-15T15:00:00Z,50,13306,90,1,2,0,0,0,1,0,0,6,0,0,0,0.00,0.04,0.04,1.66,,,,,9.2,4.7,2.0,1.6,1.5
Jack Grealish,MID,Man City,349,25,247,15,True,2025-02-15T15:00:00Z,64,23795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Marcus Myers-Harness,MID,Ipswich,271,25,241,2,False,2025-02-15T15:00:00Z,49,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jack Taylor,MID,Ipswich,281,25,241,2,False,2025-02-15T15:00:00Z,48,3084,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Simon Adingra,MID,Brighton,113,25,242,6,True,2025-02-14T20:00:00Z,51,34067,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.3,0.0,0.0,0.2
Ben Mee,DEF,Brentford,100,25,250,19,False,2025-02-15T15:00:00Z,42,35822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.3
Leon Chiwome,FWD,Wolves,539,25,246,12,False,2025-02-16T14:00:00Z,45,180098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Eric da Silva Moreira,MID,Nott'm Forest,428,25,244,9,False,2025-02-15T15:00:00Z,44,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Luis Guilherme Lira dos Santos,MID,West Ham,526,25,250,4,True,2025-02-15T15:00:00Z,46,2725,2,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.2,0.0,0.0,0.0,0.7
Joe Hodge,MID,Wolves,551,25,246,12,False,2025-02-16T14:00:00Z,45,19143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Chiedozie Ogbene,MID,Ipswich,632,25,241,2,False,2025-02-15T15:00:00Z,48,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Harrison Armstrong,MID,Everton,603,25,243,7,False,2025-02-15T17:30:00Z,44,18270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,MID,Chelsea,161,25,242,5,False,2025-02-14T20:00:00Z,47,4953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Isaac Heath,MID,Everton,773,25,243,7,False,2025-02-15T17:30:00Z,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Tom King,GK,Wolves,556,25,246,12,False,2025-02-16T14:00:00Z,40,149467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Wout Faes,DEF,Leicester,291,25,245,1,True,2025-02-15T12:30:00Z,39,728235,90,1,1,0,0,0,2,0,0,2,0,0,0,0.00,0.00,0.00,1.38,,,,,18.4,0.2,2.0,2.1,0.5
Leny Yoro,DEF,Man Utd,572,25,249,18,False,2025-02-16T16:30:00Z,43,22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Pedro Lomba Neto,MID,Chelsea,560,25,242,5,False,2025-02-14T20:00:00Z,62,68457,64,1,2,0,0,0,3,0,0,-3,0,0,0,0.17,0.02,0.19,0.59,,,,,8.6,14.0,13.0,3.6,3.8
Ian Maatsen,DEF,Aston Villa,45,25,241,10,True,2025-02-15T15:00:00Z,45,142533,45,0,1,0,0,0,1,0,0,11,0,0,0,0.07,0.11,0.18,0.12,,,,,13.4,30.0,14.0,5.7,1.0
Ian Maatsen,DEF,Aston Villa,45,25,282,12,True,2025-02-19T19:30:00Z,45,142533,12,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.11,0.11,0.00,,,,,2.4,0.7,0.0,0.3,1.0
Harry Winks,MID,Leicester,309,25,245,1,True,2025-02-15T12:30:00Z,44,660807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mads Roerslev Rasmussen,DEF,Brentford,105,25,250,19,False,2025-02-15T15:00:00Z,43,10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jurriën Timber,DEF,Arsenal,6,25,245,11,False,2025-02-15T12:30:00Z,56,496539,90,1,6,0,0,1,0,0,0,25,0,0,0,0.00,0.03,0.03,0.22,,,,,18.0,7.6,0.0,2.6,4.5
Saša Kalajdžić,FWD,Wolves,555,25,246,12,False,2025-02-16T14:00:00Z,48,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Michael Kayode,DEF,Brentford,757,25,250,19,False,2025-02-15T15:00:00Z,45,736,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Anthony Elanga,MID,Nott'm Forest,432,25,244,9,False,2025-02-15T15:00:00Z,53,731710,90,1,2,0,0,0,2,0,0,6,0,0,0,0.06,0.04,0.10,2.18,,,,,3.8,17.6,15.0,3.6,6.2
Julio Enciso,MID,Ipswich,121,25,241,2,False,2025-02-15T15:00:00Z,54,10835,16,1,1,0,0,0,0,0,0,6,0,0,0,0.02,0.00,0.02,0.10,,,,,3.0,3.3,7.0,1.3,2.0
Alfie Dorrington,DEF,Spurs,699,25,249,14,True,2025-02-16T16:30:00Z,40,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Naouirou Ahamada,MID,Crystal Palace,190,25,243,8,True,2025-02-15T17:30:00Z,45,9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jeremy Sarmiento Morante,MID,Brighton,141,25,242,6,True,2025-02-14T20:00:00Z,49,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ayden Heaven,DEF,Man Utd,658,25,249,18,False,2025-02-16T16:30:00Z,40,6453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,DEF,West Ham,516,25,250,4,True,2025-02-15T15:00:00Z,41,47696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.7
Marc Cucurella Saseta,DEF,Chelsea,163,25,242,5,False,2025-02-14T20:00:00Z,51,689424,90,1,1,0,0,0,3,0,0,6,0,0,0,0.00,0.06,0.06,1.42,,,,,20.0,18.1,4.0,4.2,1.8
Toti António Gomes,DEF,Wolves,567,25,246,12,False,2025-02-16T14:00:00Z,43,18263,90,1,1,0,0,0,2,0,0,8,0,0,0,0.00,0.01,0.01,1.66,,,,,17.4,1.4,2.0,2.1,1.7
Julio Soler,DEF,Bournemouth,713,25,248,17,False,2025-02-15T15:00:00Z,40,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Cristian Romero,DEF,Spurs,498,25,249,14,True,2025-02-16T16:30:00Z,49,389055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Dan Burn,DEF,Newcastle,395,25,247,13,False,2025-02-15T15:00:00Z,44,771896,90,1,0,0,0,0,4,0,0,-5,0,0,0,0.00,0.00,0.00,1.90,,,,,14.2,0.6,0.0,1.5,0.5
Destiny Udogie,DEF,Spurs,505,25,249,14,True,2025-02-16T16:30:00Z,48,161480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jordan Pickford,GK,Everton,235,25,243,7,False,2025-02-15T17:30:00Z,51,2016101,90,1,3,0,0,0,1,5,0,17,0,0,0,0.00,0.00,0.00,1.72,,,,,35.8,0.0,0.0,3.6,4.5
Boubacar Traoré,MID,Wolves,534,25,246,12,False,2025-02-16T14:00:00Z,48,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.8
Stefan Bajčetić Maquieira,MID,Liverpool,312,25,246,20,True,2025-02-16T14:00:00Z,45,3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Stefan Bajčetić Maquieira,MID,Liverpool,312,25,282,2,False,2025-02-19T19:30:00Z,45,3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Samuel Rak-Sakyi,MID,Chelsea,695,25,242,5,False,2025-02-14T20:00:00Z,45,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mikkel Damsgaard,MID,Brentford,89,25,250,19,False,2025-02-15T15:00:00Z,50,160560,90,1,2,0,0,1,0,0,0,4,1,0,0,0.11,0.44,0.55,0.82,,,,,11.4,29.9,14.0,5.5,4.0
Luis Díaz,MID,Liverpool,327,25,246,20,True,2025-02-16T14:00:00Z,75,2025795,70,1,12,1,1,0,1,0,2,37,0,0,0,0.16,0.11,0.27,1.40,,,,,33.2,3.8,25.0,6.2,10.4
Luis Díaz,MID,Liverpool,327,25,282,2,False,2025-02-19T19:30:00Z,75,2025795,9,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.07,,,,,0.0,0.0,0.0,0.0,10.4
Enzo Barrenechea,MID,Aston Villa,30,25,241,10,True,2025-02-15T15:00:00Z,49,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Enzo Barrenechea,MID,Aston Villa,30,25,282,12,True,2025-02-19T19:30:00Z,49,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carlos Vinícius Alves Morais,FWD,Fulham,258,25,244,16,True,2025-02-15T15:00:00Z,50,37684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Pervis Estupiñán,DEF,Brighton,122,25,242,6,True,2025-02-14T20:00:00Z,49,96663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
James Milner,MID,Brighton,134,25,242,6,True,2025-02-14T20:00:00Z,50,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,MID,Brentford,602,25,250,19,False,2025-02-15T15:00:00Z,44,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Enzo Fernández,MID,Chelsea,168,25,242,5,False,2025-02-14T20:00:00Z,48,413157,90,1,1,0,0,0,3,0,0,8,1,0,0,0.02,0.10,0.12,1.42,,,,,7.2,4.5,8.0,2.0,2.8
Luke Shaw,DEF,Man Utd,387,25,249,18,False,2025-02-16T16:30:00Z,49,17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Fábio Freitas Gouveia Carvalho,MID,Brentford,314,25,250,19,False,2025-02-15T15:00:00Z,46,51910,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Jérémy Doku,MID,Man City,346,25,247,15,True,2025-02-15T15:00:00Z,62,143123,14,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.02,0.02,0.00,,,,,3.2,11.4,2.0,1.7,0.3
Marcus Bettinelli,GK,Chelsea,155,25,242,5,False,2025-02-14T20:00:00Z,39,46606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Alisson Ramses Becker,GK,Liverpool,310,25,246,20,True,2025-02-16T14:00:00Z,55,1085794,90,1,3,0,0,0,1,3,0,12,0,0,0,0.00,0.00,0.00,1.50,,,,,18.6,0.0,0.0,1.9,8.4
Alisson Ramses Becker,GK,Liverpool,310,25,282,2,False,2025-02-19T19:30:00Z,55,1085794,90,1,1,0,0,0,2,1,0,2,0,0,0,0.00,0.00,0.00,0.73,,,,,7.6,0.0,0.0,0.8,8.4
Aaron Hickey,DEF,Brentford,93,25,250,19,False,2025-02-15T15:00:00Z,43,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Vítezslav Jaros,GK,Liverpool,660,25,246,20,True,2025-02-16T14:00:00Z,40,11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Vítezslav Jaros,GK,Liverpool,660,25,282,2,False,2025-02-19T19:30:00Z,40,11762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.0
Alex McCarthy,GK,Southampton,469,25,248,3,True,2025-02-15T15:00:00Z,43,15929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.3
Neal Maupay,FWD,Everton,229,25,243,7,False,2025-02-15T17:30:00Z,49,27743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Steven Benda,GK,Fulham,242,25,244,16,True,2025-02-15T15:00:00Z,39,42544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Dean Henderson,GK,Crystal Palace,201,25,243,8,True,2025-02-15T17:30:00Z,45,1408926,90,1,2,0,0,0,2,4,0,8,0,0,0,0.00,0.00,0.00,0.96,,,,,31.2,0.0,0.0,3.1,3.0
Callum Bates,MID,Everton,678,25,243,7,False,2025-02-15T17:30:00Z,45,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ki-Jana Hoever,DEF,Wolves,552,25,246,12,False,2025-02-16T14:00:00Z,40,12671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,MID,Crystal Palace,193,25,243,8,True,2025-02-15T17:30:00Z,49,5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Marco Asensio,MID,Aston Villa,762,25,241,10,True,2025-02-15T15:00:00Z,60,34883,27,0,1,0,0,0,0,0,0,3,0,0,0,0.37,0.08,0.45,0.00,,,,,7.6,18.3,30.0,5.6,3.4
Marco Asensio,MID,Aston Villa,762,25,282,12,True,2025-02-19T19:30:00Z,60,34883,66,1,2,0,0,0,2,0,0,7,0,0,0,0.00,0.01,0.01,1.68,,,,,5.4,2.7,4.0,1.2,3.4
Scott McTominay,MID,Man Utd,381,25,249,18,False,2025-02-16T16:30:00Z,49,15378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,MID,Leicester,300,25,245,1,True,2025-02-15T12:30:00Z,49,19006,84,1,2,0,0,0,1,0,0,9,0,0,0,0.11,0.00,0.11,0.85,,,,,14.0,0.4,23.0,3.7,0.2
Maxence Lacroix,DEF,Crystal Palace,650,25,243,8,True,2025-02-15T17:30:00Z,45,87304,85,1,1,0,0,0,2,0,0,7,0,0,0,0.15,0.08,0.23,0.96,,,,,16.0,18.0,8.0,4.2,3.7
John Ruddy,GK,Newcastle,414,25,247,13,False,2025-02-15T15:00:00Z,39,31258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Caleb Okoli,DEF,Leicester,301,25,245,1,True,2025-02-15T12:30:00Z,40,70650,90,1,1,0,0,0,2,0,0,2,0,0,0,0.00,0.00,0.00,1.38,,,,,10.2,0.7,0.0,1.1,0.2
Odysseas Vlachodimos,GK,Newcastle,412,25,247,13,False,2025-02-15T15:00:00Z,43,10852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Dante Cassanova,DEF,Spurs,760,25,249,14,True,2025-02-16T16:30:00Z,40,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
